LOCATION,LOC_CODE,TRAIL_NAME,REACH,PATH_TYPE,TYPE_CLASS,SURFACE_TYPE,LENGTH_MILE,WIDTH_FT,PRIMARY_USE,JURISDICTION,ACCESSIBILITY,YEAR_BUILT,NOTES,ASSET_CLASS,CLASS_CATEGORY,GIS_ASSET_ID,INFOR_ASSET_ID,FCA_DATE,ASSET_CONDITION
Aztlan Park,032,None,None,1,Park Circulation,Concrete,0.07053544,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70347,105490,2019-01-01 00:00:00,Good
Mestizo Curtis Park,203,None,None,1,Park Circulation,Concrete,0.02993576,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72855,105821,2018-10-02 00:00:00,Poor
Washington Park,711,Meadow Loop,None,1,Park Circulation,Asphalt,0.2840548,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73823,105931,2018-09-21 00:00:00,Poor
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.00626043,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73908,108172,2019-01-01 00:00:00,Good
Barnum Park,804,None,None,1,Park Circulation,Concrete,0.01603078,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70408,107016,2019-01-01 00:00:00,Good
Observatory Park,818,None,None,1,Right of Way Walk,Concrete,0.06881375,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73111,106582,2019-01-01 00:00:00,Good
Harvard Gulch,829,East Harvard Gulch Trail,None,2,Neighborhood,Asphalt,0.12737343,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,72459,108697,2019-01-01 00:00:00,Good
Athmar Park,802,None,None,1,Park Circulation,Concrete,0.02678553,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,76238,113463,2019-01-01 00:00:00,Good
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.04989824,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70702,108505,2019-01-01 00:00:00,Good
Bear Valley,140,None,None,1,Park Circulation,Concrete,0.03525133,10.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,75084,None,2021-06-14 00:00:00,100
Greenway Park,556,None,None,1,Park Circulation,Crusher Fines,0.07371151,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,72045,104932,2019-01-01 00:00:00,Good
Berkeley Lake Park,002,Berkeley Lake Loop,None,1,Park Circulation,Asphalt,0.07878944,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70965,108547,2018-09-11 00:00:00,Poor
51st & Zuni,009,None,None,1,Park Circulation,Concrete,0.02024105,8.0,None,City & County of Denver,None,2000,None,WLKTRL,WLK-HARD,70257,103914,2019-01-01 00:00:00,Good
Confluence East,940,None,None,1,Park Circulation,Concrete,0.00666316,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74830,106073,2019-01-01 00:00:00,Good
Great Lawn Park,L07,None,None,1,Park Circulation,Crusher Fines,0.05959692,5.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,75288,105356,2019-01-01 00:00:00,Good
Weir Gulch,836,Weir Gulch Trail,None,2,Minor,Asphalt,0.06315211,8.0,None,City & County of Denver,None,2020,None,WLKTRL,TRL-MNR,74253,104431,2018-10-03 00:00:00,Poor
Centennial Park,901,None,None,1,Park Circulation,Crusher Fines,0.02018391,14.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,74737,109665,2019-01-01 00:00:00,Good
39th Ave Greenway,229,None,None,1,Park Circulation,Concrete,0.01531927,6.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,77282,None,2021-05-12 00:00:00,100
Harvard Gulch East,810,None,None,1,Right of Way Walk,Asphalt,0.00996661,7.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74149,107468,2019-01-01 00:00:00,Good
Harvard Gulch,829,East Harvard Gulch Trail,None,2,Neighborhood,Concrete,0.00541246,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72295,104955,2019-01-01 00:00:00,Good
Thomas (Fred) Park,L16,None,None,1,Right of Way Walk,Concrete,0.24604846,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73516,104343,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.03300437,16.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74359,106011,2019-01-01 00:00:00,Good
City of Cuernavaca Park,904,None,None,1,Park Circulation,Concrete,0.0156029,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71793,104879,2019-01-01 00:00:00,Good
Garfield Lake Park,807,None,None,1,Park Circulation,Asphalt,0.04061841,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,75201,108994,2019-01-01 00:00:00,Good
Cherry Creek Greenway,TRL-CC,Cherry Creek Trail,Confluence to Creekfront - South Side,2,Regional,Concrete,0.64740286,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,75984,112251,2019-01-01 00:00:00,Good
Skyland Park,429,None,None,1,Park Circulation,Concrete,0.06990008,None,None,City & County of Denver,None,2013,None,WLKTRL,WLK-HARD,76393,114829,2019-01-01 00:00:00,Good
Bates & Hobart,142,None,None,1,Park Circulation,Concrete,0.00721566,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70724,109170,2019-01-01 00:00:00,Good
Bayuad Park,L05,None,None,1,Park Circulation,Concrete,0.01058465,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74723,109651,2019-01-01 00:00:00,Good
Weir Gulch,836,None,None,1,Park Circulation,Crusher Fines,0.00338433,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74397,107499,2019-01-01 00:00:00,Good
Garland & Saratoga,166,None,None,1,Park Circulation,Asphalt,0.00395014,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72213,109353,2019-01-01 00:00:00,Good
Hampden Heights Park,614,Hampden Heights Trail,None,2,Minor,Concrete,0.05639321,10.0,None,City & County of Denver,None,2010,None,WLKTRL,TRL-MNR,72289,104949,2019-01-01 00:00:00,Good
Uplands Park,574,None,None,1,Park Circulation,Crusher Fines,0.04494757,6.0,None,City & County of Denver,None,2015, ,WLKTRL,WLK-SOFT,76722,None,2021-05-06 00:00:00,80
Commons Park,902,None,None,1,Park Circulation,Concrete,0.02786421,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71647,107162,2019-01-01 00:00:00,Good
Inspiration Point Park,005,None,None,1,Park Circulation,Crusher Fines,0.00794994,4.0,None,City & County of Denver,None,2022,None,WLKTRL,WLK-SOFT,77436,None,2022-06-16 00:00:00,100
City of Cuernavaca Park,904,None,None,1,Park Circulation,Concrete,0.01948515,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71870,106437,2019-01-01 00:00:00,Good
Garfield Lake Park,807,None,None,1,Park Circulation,Concrete,0.01362143,10.0,None,City & County of Denver,None,2008,None,WLKTRL,WLK-HARD,71996,109348,2019-01-01 00:00:00,Good
Rocky Mountain Lake Park,007,Rocky Mountain Lake Loop,None,1,Park Circulation,Asphalt,0.06237454,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73075,105084,2019-01-01 00:00:00,Good
Montbello Open Space,539,None,None,1,Right of Way Walk,Concrete,0.04029211,8.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-ROW,76706,None,2021-05-12 00:00:00,80
GVR Golf Course,N/A,First Creek Trail,None,2,Access/Ramp,Concrete,0.02109488,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,76500,None,2019-01-01 00:00:00,80
Central Park,561,None,None,1,Park Circulation,Concrete,0.0260162,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73298,105109,2019-01-01 00:00:00,Good
Great Lawn Park,L07,None,None,1,Right of Way Walk,Concrete,0.02631997,12.0,None,City & County of Denver,None,2009,None,WLKTRL,WLK-ROW,75374,107646,2019-01-01 00:00:00,Good
The Bluffs,589,None,None,1,Park Circulation,Concrete,None,None,None,City & County of Denver,None,2018,None,WLKTRL,WLK-HARD,None,None,2022-09-29 00:00:00,80
Elmendorf Park,536,None,None,1,Park Circulation,Concrete,0.02953315,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,71897,107191,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Crusher Fines,0.09732474,4.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,74305,105227,2018-09-25 00:00:00,Poor
Thomas (Fred) Park,L16,None,None,1,Park Circulation,Concrete,0.07106685,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73520,104347,2019-01-01 00:00:00,Good
Sloans Lake Park,019,None,None,1,Park Circulation,Concrete,0.05426091,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73255,104304,2019-01-01 00:00:00,Good
Montbello Civic Center,535,None,None,1,Park Circulation,Concrete,0.00690157,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71476,109259,2019-01-01 00:00:00,Good
Grant Frontier Park,909,None,None,1,Park Circulation,Concrete,0.00878182,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71926,107948,2019-01-01 00:00:00,Good
Rosedale Park,826,None,None,1,Park Circulation,Crusher Fines,0.063081,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,72402,107254,2019-01-01 00:00:00,Good
Garfield Lake Park,807,None,None,1,Park Circulation,Concrete,0.00819571,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,75059,105330,2019-01-01 00:00:00,Good
Hutchinson East Park,605,Hampden Heights Trail,None,2,Minor,Asphalt,0.0597196,8.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,72367,106499,2019-01-01 00:00:00,Good
The Bluffs,589,None,None,1,Park Circulation,Crusher Fines,None,None,None,City & County of Denver,None,2018,None,WLKTRL,WLK-SOFT,None,None,2022-09-29 00:00:00,80
Aztlan Park,032,None,None,1,Park Circulation,Concrete,0.0063136,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70491,109156,2019-01-01 00:00:00,Good
Sloans Lake Park,019,None,None,1,Park Circulation,Concrete,0.00216704,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73457,108815,2019-01-01 00:00:00,Good
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00357802,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72146,107231,2019-01-01 00:00:00,Good
Bible Park,602,None,None,1,Right of Way Walk,Concrete,0.22026802,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,71114,106319,2019-01-01 00:00:00,Good
Uplands Park,574,None,None,1,Park Circulation,Crusher Fines,0.03757603,5.0,None,City & County of Denver,None,2015,None,WLKTRL,WLK-SOFT,76777,None,2021-05-06 00:00:00,80
Eisenhower Park,630,None,None,1,Park Circulation,Concrete,0.06198839,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70649,107043,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.00677635,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74323,105245,2019-01-01 00:00:00,Good
Westerly Creek Park,560,Westerly Creek Trail,None,2,Minor,Concrete,0.07482704,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,74412,107514,2019-01-01 00:00:00,Good
Cherry Creek Greenway,TRL-CC,Cherry Creek Trail,Quebec to Hentzel Park,1,Right of Way Walk,Concrete,0.44019679,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,75968,112253,2019-01-01 00:00:00,Good
Johnson-Habitat,910,None,None,1,Park Circulation,Crusher Fines,0.01361305,5.0,None,City & County of Denver,None,2015,None,WLKTRL,WLK-SOFT,76936,None,2018-09-17 00:00:00,80
Jacobs Park,707,None,None,1,Park Circulation,Concrete,0.01865311,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72528,104987,2019-01-01 00:00:00,Good
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.03265138,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74791,105297,2019-01-01 00:00:00,Good
Rosamond Park,621,None,None,1,Park Circulation,Concrete,0.04031715,None,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,73066,105075,2019-01-01 00:00:00,Good
City of Axum Park,417,None,None,1,Right of Way Walk,Concrete,0.00801482,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,75462,109041,2019-01-01 00:00:00,Good
Chambers Rd,510,Chambers Road,None,2,Neighborhood,Concrete,0.00751489,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,75382,107654,2019-01-01 00:00:00,Good
Speer Blvd Park,354,None,None,1,Right of Way Walk,Concrete,0.01159899,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73392,107378,2019-01-01 00:00:00,Good
Uplands Park,574,None,None,1,Park Circulation,Crusher Fines,0.00962515,6.0,None,City & County of Denver,None,2015,None,WLKTRL,WLK-SOFT,76775,None,2021-05-06 00:00:00,80
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.02445177,6.0,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,72193,108670,2019-01-01 00:00:00,Good
Ash Grove Park,751,None,None,1,Right of Way Walk,Concrete,0.14623312,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,70302,104697,2019-01-01 00:00:00,Good
Alamo Placita Park,301,None,None,1,Right of Way Walk,Concrete,0.01806491,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,70359,106230,2019-01-01 00:00:00,Good
Bear Creek Park,139,None,None,1,Park Circulation,Crusher Fines,0.01015226,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,70541,104713,2019-01-01 00:00:00,Good
Walker (Madme CJ) Park,227,None,None,1,Park Circulation,Crusher Fines,0.00795233,None,None,City & County of Denver,None,2010,None,WLKTRL,WLK-SOFT,75416,108361,2019-01-01 00:00:00,Good
16th Street Promenade,N/A,None,None,1,Right of Way Walk,Concrete,0.16005802,30.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,76531,None,None,None
The Bluffs,589,None,None,1,Park Circulation,Concrete,None,None,None,City & County of Denver,None,2018,None,WLKTRL,WLK-HARD,None,None,2022-09-29 00:00:00,80
St Charles Park,207,None,None,1,Park Circulation,Concrete,0.04890191,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74720,108959,2019-01-01 00:00:00,Good
Garfield Lake Park,807,None,None,1,Park Circulation,Concrete,0.00924768,6.0,None,City & County of Denver,None,2008,None,WLKTRL,WLK-HARD,75125,106857,2019-01-01 00:00:00,Good
Corwina,M11,Bear Creek Trail Connector,None,2,Mountain,Natural Surface,0.16215334,None,None,Jefferson County,None,2013 ,Crusher fines / paved trail,WLKTRL,TRL-MTN,77146,None,None,None
Harvard Gulch,829,None,None,1,Park Circulation,Asphalt,0.02744693,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72456,108694,2019-01-01 00:00:00,Good
City Park,201,None,None,1,Park Circulation,Concrete,0.02736343,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71327,105607,2019-01-01 00:00:00,Good
Jacobs Park,707,None,None,1,Park Circulation,Concrete,0.02421221,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72507,104201,2019-01-01 00:00:00,Good
Verbena Park,L18,None,None,1,Right of Way Walk,Concrete,0.04952962,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73629,106685,2019-01-01 00:00:00,Good
Central Park Rec Center,567,None,None,1,Right of Way Walk,Concrete,0.00520121,5.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-ROW,75500,104586,2019-01-01 00:00:00,Good
Centennial Park,901,None,None,1,Park Circulation,Crusher Fines,0.00518095,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,74646,107549,2019-01-01 00:00:00,Good
Westwood Utility Easement,812,None,None,1,Park Circulation,Concrete,0.06492861,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70891,107075,2019-01-01 00:00:00,Good
Morrison,224,None,None,1,Right of Way Walk,Concrete,0.0109942,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74603,106786,2019-01-01 00:00:00,Good
Garland Park,728,None,None,1,Park Circulation,Concrete,0.03791162,8.0,None,City & County of Denver,None,2013,None,WLKTRL,WLK-HARD,71959,108655,2019-01-01 00:00:00,Good
North Commons Lawn,590,None,None,1,Park Circulation,Concrete,None,None,None,City & County of Denver,None,2018,None,WLKTRL,WLK-HARD,None,None,2022-09-29 00:00:00,80
Skyline Park,332,None,None,1,Park Circulation,Concrete,0.01322301,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,76391,114835,2019-01-01 00:00:00,Good
City of Axum Park,417,None,None,1,Park Circulation,Crusher Fines,0.00746857,6.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-SOFT,75388,107660,2018-10-02 00:00:00,Poor
Civic Center Park,213,None,None,1,Park Circulation,Concrete,0.0039298,14.0,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,75881,107721,2019-01-01 00:00:00,Good
Sloan's Lake Park,019,None,None,1,Park Circulation,Concrete,0.0078498,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,76386,114853,2019-01-01 00:00:00,Good
Washington Park,711,None,None,1,Park Circulation,Asphalt,0.00490963,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73880,107441,2018-09-21 00:00:00,Poor
Cottonwood Gallery,577,None,None,1,Right of Way Walk,Concrete,0.00348714,5.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76580,None,2021-05-12 00:00:00,100
Central Park,561,None,None,1,Park Circulation,Concrete,0.01460964,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72237,109377,2019-01-01 00:00:00,Good
SW Rec Center,101,None,None,1,Park Circulation,Concrete,0.01314764,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,75955,109835,2019-01-01 00:00:00,Good
Central Park,561,None,None,1,Park Circulation,Concrete,0.01246067,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73326,105877,2019-01-01 00:00:00,Good
City Park,201,None,None,1,Park Circulation,Concrete,0.03299055,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70136,106982,2019-01-01 00:00:00,Good
Cook Park,763,None,None,1,Park Circulation,Concrete,0.00970804,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71553,104869,2019-01-01 00:00:00,Good
Westerly Creek Park,560,None,None,1,Park Circulation,Concrete,0.00550701,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74459,108917,2019-01-01 00:00:00,Good
Rocky Mountain Lake Park,007,None,None,1,Park Circulation,Asphalt,0.04889521,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73133,106604,2019-01-01 00:00:00,Good
Mayfair Park,432,None,None,1,Park Circulation,Concrete,0.00521207,6.0,None,City & County of Denver,None,2013,None,WLKTRL,WLK-HARD,76440,114827,2019-01-01 00:00:00,Good
Hutchinson East Park,605,None,None,1,Right of Way Walk,Concrete,0.02896815,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,75228,109717,2019-01-01 00:00:00,Good
West-Bar-Val-Wood,838,None,None,1,Right of Way Walk,Concrete,0.00974527,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74141,107460,2019-01-01 00:00:00,Good
Central Park Rec Center,567,None,None,1,Right of Way Walk,Concrete,0.00321247,5.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-ROW,75501,104587,2019-01-01 00:00:00,Good
Montbello Open Space,539,None,None,1,Park Circulation,Crusher Fines,0.01286436,8.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-SOFT,76818,None,2021-05-12 00:00:00,80
Weir Gulch,836,None,None,1,Right of Way Walk,Concrete,0.02797674,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74366,106753,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.00620164,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71096,105586,2019-01-01 00:00:00,Good
Cook Park,763,None,None,1,Park Circulation,Concrete,0.00273463,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70551,104723,2019-01-01 00:00:00,Good
Arkins Park,944,None,None,1,Park Circulation,Concrete,0.07799539,12.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,77237,None,2021-05-12 00:00:00,100
