OBJECTID,TRAILSYSID,TRAILNAME,ROADNAME,TRAILCLASS,TRAILSURF,TRAILSTAT,PUBACCESS,HIKE,WALK,RUN,INLINSKATE,BIKE,MTNBIKE,MOTORBIKE,ALLTERVEH,SNOWMOBILE,CROSSCSKI,EQUESTRIAN,ADAACCESS,DOGLEASH,DOGUNLEASH,NATURTRAIL,TIMEPERIOD,HORIZACCUR,SPECIALPERMIT,TRAILCOMMENTS,TRAILMARK,Shape__Length
14698,3,Airline Trail - Detour,Cook Hill Rd.,Trail,Paved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1602.83580185572
14699,3,Airline Trail - Detour,Village Hill Rd.,Trail,Paved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,6292.51707826555
14700,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,4183.38689059253
14701,3,Airline Trail, ,Trail,Stone,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,694.540326589594
14702,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,5034.77116405827
14703,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,7076.40302367896
14704,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,3231.96237046004
14705,3,Airline Trail, ,Trail,Stone Dust,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,14738.0771285723
14706,3,Airline Trail, ,Trail,Stone Dust,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,3893.83994359942
14707,3,Airline Trail, ,Trail,Stone,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1288.14916097175
14708,3,Airline Trail, ,Trail,Stone,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,866.139878240258
14709,3,Airline Trail, ,Trail,Stone Dust,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1342.5631907423
14710,3,Airline Trail, ,Trail,Stone Dust,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1871.35976192017
14711,3,Airline Trail, ,Trail,Stone Dust,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,13765.2164932031
14712,3,Airline Trail, ,Trail,Stone Dust,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,2673.03730692116
14713,3,Airline Trail, ,Trail,Stone Dust,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,2687.17170795425
14714,3,Airline Trail, ,Trail,Paved Road,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,785.010309992773
14715,3,Airline Trail, ,Trail,Stone Dust,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,27640.2666167791
14716,201,Colchester Railroad, ,Trail,Stone,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,9312.37185169027
14717,201,Colchester Railroad, ,Trail,Stone Dust,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,3392.71249978624
14718,201,Colchester Railroad, ,Trail,Unpaved Road,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,5829.14266675686
14719,3,Airline Trail, ,Trail,Paved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,12424.6284181578
14720,3,Airline Trail, ,Trail,Stone Dust,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,10574.2836226708
14721,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1904.598837246
14722,3,Airline Trail, ,Trail,Stone Dust,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,5745.62056633302
14723,216,Willimantic Flower Bridge, ,Trail,Paved,Constructed,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,716.340543616324
14724,216,Willimantic Pedestrian Bridge, ,Trail,Boardwalk,Constructed,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,809.936996443335
14725,3,Airline Trail,Potter Rd.,Connector Trail,Paved Road,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1388.45043577757
14726,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,21944.3261314901
14727,3,Two Sister'S Preserve Loop Trail, ,Connector Trail,Unpaved,Constructed,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,,Yellow,834.609721109694
14728,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,18084.6436161847
14729,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Spring 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,4290.59363685716
14730,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,11117.9451482302
14731,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,17323.7966242633
14732,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,6996.59844823436
14733,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,6014.22489086316
14734,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,7180.77910116751
14735,203,Putnam River Trail, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,Unknown,True,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,3183.87675092463
14736,203,Putnam River Trail, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,Unknown,True,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,4064.18188057708
14737,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,8462.93141344238
14738,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,3380.17465320724
14739,3,Airline Trail Bypass, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1126.9463041365
14740,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,2273.02815259949
14741,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,4.71294227862865
14742,3,Airline Trail - Detour, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,807.686423721879
14743,3,Airline Trail,Sunset Hill Rd.,Trail,Paved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,95.3094303793403
14744,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,2999.8202134611
14745,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,328.256477621705
14746,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1768.41474678727
14747,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,6258.81517593344
14748,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,16320.7256240113
14749,3,Airline Trail - Detour, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,159.619710255928
14750,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,6824.63218074552
14751,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,10796.9129790859
14752,3,Airline Trail, ,Trail,Unpaved,Constructed,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,19210.4009230222
14753,3,Airline Trail, ,Access Trail,Unpaved, ,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,Fall 2007,HeadsUp per 2004 B&W Aerials,None,, ,479.052999867771
14754,200,Indian Neck, ,Trail,Unknown,Constructed,True,True,False,True,False,False,False,False,False,False,False,Unknown,False,True,False,False,Unknown,Unknown,None,,1,20334.5052267468
14755,200,Pine Orchard, ,Trail,Unknown,Constructed,True,True,False,True,False,False,False,False,False,False,False,Unknown,False,True,False,False,Unknown,Unknown,None,,2,15030.6989921499
14756,200,Stony Creek, ,Trail,Unknown,Constructed,True,True,False,True,False,False,False,False,False,False,False,Unknown,False,True,False,False,Unknown,Unknown,None,,3,19535.7421016118
14757,200,Quarry-Westwoods, ,Trail,Unknown,Constructed,True,True,False,True,False,False,False,False,False,False,False,Unknown,False,True,False,False,Unknown,Unknown,None,,4,16805.1509265535
14758,200,North Boundary, ,Trail,Unknown,Constructed,True,True,False,True,False,False,False,False,False,False,False,Unknown,False,True,False,False,Unknown,Unknown,None,,5,17026.9018071302
14759,200,Pisgah Brook, ,Trail,Unknown,Constructed,True,True,False,True,False,False,False,False,False,False,False,Unknown,False,True,False,False,Unknown,Unknown,None,,6,19328.4227166544
14760,200,Saltonstall, ,Trail,Unknown,Constructed,True,True,False,True,False,False,False,False,False,False,False,Unknown,False,True,False,False,Unknown,Unknown,None,,7,20498.4584441606
14761,200,Short Beach, ,Trail,Unknown,Constructed,True,True,False,True,False,False,False,False,False,False,False,Unknown,False,True,False,False,Unknown,Unknown,None,,8,26355.8932724881
14762,212,Charter Oak Greenway, ,Access Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,505.678360900529
14763,212,Charter Oak Greenway, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,3422.50514769042
14764,212,Charter Oak Greenway, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1702.78715585365
14765,213,Bissell Greenway, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,5559.99974281007
14766,213,Bissell Greenway, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,6303.64776158682
14767,213,Bissell Greenway, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,4292.88380146844
14768,213,Bissell Greenway, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,562.731409980074
14769,212,Charter Oak Greenway, ,Access Trail,Unpaved,Constructed,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,211.110727373553
14770,212,Charter Oak Greenway, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,3365.72834824453
14771,212,Charter Oak Greenway, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,2023.82882397098
14772,212,Charter Oak Greenway, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,7946.26507776111
14773,212,Charter Oak Greenway, ,Sidewalk,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,801.372767725919
14774,212,Charter Oak Greenway, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,644.675727603064
14775,212,Charter Oak Greenway, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,6344.99010788529
14776,212,Charter Oak Greenway, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,497.347190718461
14777,212,Charter Oak Greenway, ,Access Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,929.891067479935
14778,210,Riverfront Trail System, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1281.10989491922
14779,210,Riverfront Trail System, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1358.67935374406
14780,210,Riverfront Trail System, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,522.374163709023
14781,210,Riverfront Trail System, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,443.859129183368
14782,210,Riverfront Trail System, ,Trail,Paved Road,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,871.049862759667
14783,210,Riverfront Trail System, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,2.142928836893
14784,210,Riverfront Trail System, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,318.296449823035
14785,210,Riverfront Trail System, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,317.614376135284
14786,210,Riverfront Trail System, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,2697.42460527999
14787,210,Riverfront Trail System, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1475.89834755544
14788,210,Riverfront Trail System, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1567.48580791829
14789,210,Riverfront Trail System, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,206.665718366381
14790,210,Riverfront Trail System, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,1847.28367713173
14791,210,Riverfront Trail System, ,Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,721.400495410647
14792,210,Riverfront Trail System, ,Access Trail,Paved,Constructed,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,Fall 2007,Garmin GPSMAP 76CSx  <33ft 95% Typical,None,, ,514.732081917271
14793,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,, ,892.98130960259
14794,72,Mattabesett Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue,848.107830494354
14795,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,, ,412.683460588435
14796,72,Mattabesett Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue,135.639559964892
14797,72,Mattabesett Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue,1273.9758083293
14798,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,, ,137.303888979319
14799,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,, ,26.4573743236524
14800,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,, ,452.12050287564
14801,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue/White,208.596913997196
14802,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue/White,5.80853577998564
14803,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue/White,24.4055654701861
14804,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue/White,175.398970106127
14805,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue/White,44.194840484722
14806,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue/White,56.4140423201511
14807,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue/White,17.3143375480584
14808,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue/White,399.639283337707
14809,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,, ,152.186213311257
14810,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue/White,886.845758876334
14811,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,White,1182.61693630185
14812,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,, ,2594.70299126614
14813,72,Millers Pond Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Summer 2002,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,, ,492.469931847662
14814,17,Jefferson Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Fall 2004,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue,302.597225387344
14815,17,Jefferson Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Fall 2004,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue,56.3969193275061
14816,17,Jefferson Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Fall 2004,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,,Blue,72.6895401994136
14817,17,Jefferson Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Fall 2004,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,, ,234.494791882411
14818,17,Jefferson Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Fall 2004,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,, ,58.2776062458947
14819,17,Jefferson Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Fall 2004,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,, ,184.936896107204
14820,17,Jefferson Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Fall 2004,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,, ,112.275455318738
14821,17,Jefferson Park Trail, ,Trail,Unpaved,Constructed,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,Fall 2004,Trimble ProXR GPS (S/N 1 PDOP 10) 1-8m Accuracy,None,, ,171.337530363693
